0.0001,0.0001,0.0
0.0001,0.0522,0.0
0.0001,0.1043,0.0
0.0001,0.1564,0.0
0.0001,0.2085,0.0
0.0001,0.2606,0.0
0.0001,0.3127,0.0
0.0001,0.3648,0.0
0.0001,0.4169,0.0
0.0001,0.469,0.0
0.0001,0.5211,0.0
0.0001,0.5732,0.001
0.0001,0.6253,0.0008
0.0001,0.6774,0.0058
0.0001,0.7295,0.0192
0.0001,0.7816,0.056
0.0001,0.8337,0.1456
0.0001,0.8858,0.3154
0.0001,0.9379,0.592
0.0001,0.99,0.935
0.000215443469003,0.0001,0.0
0.000215443469003,0.0522,0.0
0.000215443469003,0.1043,0.0
0.000215443469003,0.1564,0.0
0.000215443469003,0.2085,0.0
0.000215443469003,0.2606,0.0
0.000215443469003,0.3127,0.0
0.000215443469003,0.3648,0.0
0.000215443469003,0.4169,0.0004
0.000215443469003,0.469,0.001
0.000215443469003,0.5211,0.0048
0.000215443469003,0.5732,0.0102
0.000215443469003,0.6253,0.0226
0.000215443469003,0.6774,0.0542
0.000215443469003,0.7295,0.1068
0.000215443469003,0.7816,0.183
0.000215443469003,0.8337,0.2992
0.000215443469003,0.8858,0.4704
0.000215443469003,0.9379,0.7028
0.000215443469003,0.99,0.9442
0.000464158883361,0.0001,0.0
0.000464158883361,0.0522,0.0002
0.000464158883361,0.1043,0.0004
0.000464158883361,0.1564,0.0
0.000464158883361,0.2085,0.0014
0.000464158883361,0.2606,0.002
0.000464158883361,0.3127,0.0042
0.000464158883361,0.3648,0.0082
0.000464158883361,0.4169,0.0132
0.000464158883361,0.469,0.0276
0.000464158883361,0.5211,0.0428
0.000464158883361,0.5732,0.074
0.000464158883361,0.6253,0.1138
0.000464158883361,0.6774,0.1668
0.000464158883361,0.7295,0.2464
0.000464158883361,0.7816,0.3478
0.000464158883361,0.8337,0.4694
0.000464158883361,0.8858,0.6192
0.000464158883361,0.9379,0.78
0.000464158883361,0.99,0.9636
0.001,0.0001,0.0
0.001,0.0522,0.004
0.001,0.1043,0.0066
0.001,0.1564,0.0094
0.001,0.2085,0.0196
0.001,0.2606,0.0266
0.001,0.3127,0.0374
0.001,0.3648,0.0524
0.001,0.4169,0.0754
0.001,0.469,0.1068
0.001,0.5211,0.1508
0.001,0.5732,0.1944
0.001,0.6253,0.2516
0.001,0.6774,0.326
0.001,0.7295,0.3912
0.001,0.7816,0.4918
0.001,0.8337,0.6024
0.001,0.8858,0.7248
0.001,0.9379,0.8394
0.001,0.99,0.9736
0.00215443469003,0.0001,0.0008
0.00215443469003,0.0522,0.021
0.00215443469003,0.1043,0.0366
0.00215443469003,0.1564,0.0568
0.00215443469003,0.2085,0.0728
0.00215443469003,0.2606,0.0962
0.00215443469003,0.3127,0.124
0.00215443469003,0.3648,0.1556
0.00215443469003,0.4169,0.1908
0.00215443469003,0.469,0.2412
0.00215443469003,0.5211,0.2872
0.00215443469003,0.5732,0.3404
0.00215443469003,0.6253,0.394
0.00215443469003,0.6774,0.444
0.00215443469003,0.7295,0.534
0.00215443469003,0.7816,0.6114
0.00215443469003,0.8337,0.694
0.00215443469003,0.8858,0.8032
0.00215443469003,0.9379,0.8792
0.00215443469003,0.99,0.9798
0.00464158883361,0.0001,0.0016
0.00464158883361,0.0522,0.0746
0.00464158883361,0.1043,0.1042
0.00464158883361,0.1564,0.1296
0.00464158883361,0.2085,0.1786
0.00464158883361,0.2606,0.2078
0.00464158883361,0.3127,0.2238
0.00464158883361,0.3648,0.2764
0.00464158883361,0.4169,0.3156
0.00464158883361,0.469,0.3586
0.00464158883361,0.5211,0.4198
0.00464158883361,0.5732,0.4684
0.00464158883361,0.6253,0.5198
0.00464158883361,0.6774,0.5796
0.00464158883361,0.7295,0.6478
0.00464158883361,0.7816,0.7032
0.00464158883361,0.8337,0.763
0.00464158883361,0.8858,0.8408
0.00464158883361,0.9379,0.9114
0.00464158883361,0.99,0.9864
0.01,0.0001,0.0034
0.01,0.0522,0.1376
0.01,0.1043,0.192
0.01,0.1564,0.2266
0.01,0.2085,0.266
0.01,0.2606,0.3062
0.01,0.3127,0.341
0.01,0.3648,0.389
0.01,0.4169,0.4322
0.01,0.469,0.472
0.01,0.5211,0.5084
0.01,0.5732,0.5536
0.01,0.6253,0.6174
0.01,0.6774,0.6628
0.01,0.7295,0.7184
0.01,0.7816,0.7726
0.01,0.8337,0.8218
0.01,0.8858,0.8762
0.01,0.9379,0.9288
0.01,0.99,0.9896
0.0215443469003,0.0001,0.001
0.0215443469003,0.0522,0.2158
0.0215443469003,0.1043,0.2758
0.0215443469003,0.1564,0.3138
0.0215443469003,0.2085,0.348
0.0215443469003,0.2606,0.3954
0.0215443469003,0.3127,0.4382
0.0215443469003,0.3648,0.4808
0.0215443469003,0.4169,0.5264
0.0215443469003,0.469,0.5578
0.0215443469003,0.5211,0.6004
0.0215443469003,0.5732,0.6374
0.0215443469003,0.6253,0.6906
0.0215443469003,0.6774,0.7258
0.0215443469003,0.7295,0.7686
0.0215443469003,0.7816,0.8026
0.0215443469003,0.8337,0.866
0.0215443469003,0.8858,0.8962
0.0215443469003,0.9379,0.945
0.0215443469003,0.99,0.9894
0.0464158883361,0.0001,0.0006
0.0464158883361,0.0522,0.2642
0.0464158883361,0.1043,0.3426
0.0464158883361,0.1564,0.3822
0.0464158883361,0.2085,0.439
0.0464158883361,0.2606,0.4668
0.0464158883361,0.3127,0.5192
0.0464158883361,0.3648,0.5444
0.0464158883361,0.4169,0.593
0.0464158883361,0.469,0.6332
0.0464158883361,0.5211,0.6594
0.0464158883361,0.5732,0.6912
0.0464158883361,0.6253,0.7304
0.0464158883361,0.6774,0.772
0.0464158883361,0.7295,0.8138
0.0464158883361,0.7816,0.8416
0.0464158883361,0.8337,0.8798
0.0464158883361,0.8858,0.9198
0.0464158883361,0.9379,0.9518
0.0464158883361,0.99,0.99
0.1,0.0001,0.0002
0.1,0.0522,0.329
0.1,0.1043,0.399
0.1,0.1564,0.449
0.1,0.2085,0.4914
0.1,0.2606,0.5272
0.1,0.3127,0.5606
0.1,0.3648,0.6092
0.1,0.4169,0.6362
0.1,0.469,0.6822
0.1,0.5211,0.7206
0.1,0.5732,0.7382
0.1,0.6253,0.7682
0.1,0.6774,0.7946
0.1,0.7295,0.8366
0.1,0.7816,0.8738
0.1,0.8337,0.8996
0.1,0.8858,0.9376
0.1,0.9379,0.958
0.1,0.99,0.9934
0.215443469003,0.0001,0.0004
0.215443469003,0.0522,0.377
0.215443469003,0.1043,0.4482
0.215443469003,0.1564,0.4956
0.215443469003,0.2085,0.5382
0.215443469003,0.2606,0.5878
0.215443469003,0.3127,0.6228
0.215443469003,0.3648,0.6524
0.215443469003,0.4169,0.6842
0.215443469003,0.469,0.7118
0.215443469003,0.5211,0.7412
0.215443469003,0.5732,0.778
0.215443469003,0.6253,0.8014
0.215443469003,0.6774,0.838
0.215443469003,0.7295,0.8568
0.215443469003,0.7816,0.8922
0.215443469003,0.8337,0.9134
0.215443469003,0.8858,0.9438
0.215443469003,0.9379,0.9646
0.215443469003,0.99,0.9908
0.464158883361,0.0001,0.0
0.464158883361,0.0522,0.4118
0.464158883361,0.1043,0.482
0.464158883361,0.1564,0.533
0.464158883361,0.2085,0.5644
0.464158883361,0.2606,0.6202
0.464158883361,0.3127,0.6432
0.464158883361,0.3648,0.6854
0.464158883361,0.4169,0.7282
0.464158883361,0.469,0.7418
0.464158883361,0.5211,0.7786
0.464158883361,0.5732,0.8012
0.464158883361,0.6253,0.834
0.464158883361,0.6774,0.848
0.464158883361,0.7295,0.8794
0.464158883361,0.7816,0.899
0.464158883361,0.8337,0.9234
0.464158883361,0.8858,0.9492
0.464158883361,0.9379,0.9712
0.464158883361,0.99,0.9942
1.0,0.0001,0.0
1.0,0.0522,0.4268
1.0,0.1043,0.5098
1.0,0.1564,0.5532
1.0,0.2085,0.6046
1.0,0.2606,0.6526
1.0,0.3127,0.6844
1.0,0.3648,0.7106
1.0,0.4169,0.7408
1.0,0.469,0.7624
1.0,0.5211,0.7894
1.0,0.5732,0.8174
1.0,0.6253,0.8452
1.0,0.6774,0.8578
1.0,0.7295,0.8866
1.0,0.7816,0.9148
